	0	1	2	3	4	5	6	7	8	9
Putrescine	('Putrescine', 100)	('Feruloylputrescine', 90)	('p-Coumaroylputrescine', 90)	('N-Carbamoylputrescine', 90)	('gamma-L-Glutamylputrescine', 90)	('N-Acetylputrescine', 90)	('N-Caffeoylputrescine', 90)	('Escin', 90)	('N-Methylputrescine', 90)	('Aescin', 75)
5'-Thymidylic acid	"(""5'-Thymidylic acid"", 100)"	('Thymidylic acid', 95)	('Acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('trans-5-O-(4-Coumaroyl)-D-quinate', 86)	('Malonic acid', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester', 86)
Lanosterol	('Lanosterol', 100)	('24,25-Dihydrolanosterol', 90)	('NO', 90)	('Sterol', 90)	('14-Demethyllanosterol', 90)	('Lathosterol', 86)	('Lanosol', 82)	('Laurinterol', 76)	('Panose', 75)	('Xamoterol', 74)
D-Ribulose 5-phosphate	('D-Ribulose 5-phosphate', 100)	('D-Ribose 5-phosphate', 95)	('L-Ribulose 5-phosphate', 95)	('5-Deoxy-D-ribulose 1-phosphate', 95)	('D-Ribose 5-diphosphate', 91)	('D-Ribulose', 90)	('Ribulose', 90)	('1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate', 90)	('LOS', 90)	('Ribose 5-phosphate', 90)
Formic acid	('Formic acid', 100)	('Benzoylformic acid', 90)	('Acid', 90)	('Formic acid, calcium salt', 90)	('Phenylformic acid', 90)	('Benzylformic acid', 90)	('Trimethylcolchicinic acid methyl ether', 86)	('2-n-Propyl-4-oxopentanoic acid', 86)	('4-Oxovalproic acid', 86)	('Aromatic amino acid', 86)
AICAR	('AICAR', 100)	('SAICAR', 91)	('FAICAR', 91)	('C', 90)	('A', 90)	('Phosphoribosyl-formimino-AICAR-phosphate', 90)	('R', 90)	('I-', 90)	('Aldicarb', 77)	('AIR', 75)
NADH	('NADH', 100)	('alpha-NADH', 90)	('Na+', 90)	('H+', 90)	('(R)-NADH-hydrate', 90)	('(R)-NADHX', 90)	('A', 90)	('(S)-NADH-hydrate', 90)	('(S)-NADHX', 90)	('NADPH', 89)
Dimethylallylpyrophosphate	('Dimethylallyl pyrophosphate', 98)	('Dimethylallyl phosphate', 90)	('Pyrophosphate', 90)	('Phosphate', 90)	('Dimethylallyl diphosphate', 86)	('(Phosphate)n', 81)	('Phosphinate', 81)	('Phosphite', 80)	('Dimethylallyltryptophan', 78)	('Polyphosphate', 76)
SAICAR	('SAICAR', 100)	('AICAR', 91)	('S', 90)	('C', 90)	('A', 90)	('R', 90)	('I-', 90)	('FAICAR', 83)	"(""4'-Apo-beta,psi-caroten-4'-al"", 75)"	('9-Lasiocarpylheliotridine', 75)
Acetyl-[acyl-carrier protein]	('Acetyl-[acyl-carrier protein]', 100)	('Acyl-[acyl-carrier protein]', 96)	('Acyl-carrier protein', 95)	('[Acyl-carrier protein]', 95)	('Acetoacetyl-[acyl-carrier protein]', 92)	('Octanoyl-[acyl-carrier protein]', 90)	('Protein', 90)	('Oleoyl-[acyl-carrier protein]', 89)	('Sapienoyl-[acyl-carrier-protein]', 88)	('3-Oxoacyl-[acyl-carrier protein]', 88)
Glutathione	('Glutathione', 100)	('R-S-Glutathione', 95)	('CoA-glutathione', 95)	('S-Sulfanylglutathione', 90)	('Glutathione hydrodisulfide', 90)	('S-(Formylmethyl)glutathione', 90)	('S-[(Z)-N-Hydroxy(phenyl)acetimidoyl]-L-glutathione', 90)	('Glutathione disulfide', 90)	('Oxidized glutathione', 90)	('S-Acylglutathione', 90)
Ferrocytochrome C	('Ferrocytochrome c', 100)	('Ferrocytochrome c3', 97)	('Ferrocytochrome c2', 97)	('Ferrocytochrome cL', 97)	('Ferrocytochrome', 95)	('Ferrocytochrome c-553', 95)	('Ferricytochrome c', 94)	('Ferrocytochrome b', 94)	('Ferricytochrome cL', 91)	('Ferricytochrome c2', 91)
5,10-Methylene-THF	('5,10-Methylene-THF', 100)	('Ethylene', 90)	('THF', 90)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('trans-5-O-(4-Coumaroyl)-D-quinate', 86)	('9-Hydroxy-3,5,7,11,13,15,17-octaoxo-nonadecanoyl-[acp]', 86)	('2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline', 86)	('Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)', 86)	('1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(8-(2E,4Z-decadienoyloxy)-5,6-octadienoyl)-sn-glycerol', 86)	"(""1,2-Didodecanoyl-sn-glycero-3-cytidine-5'-diphosphate"", 86)"
Acetoacetyl-CoA	('Acetoacetyl-CoA', 100)	('3-Acetoacetyl-CoA', 95)	('2-Methylacetoacetyl-CoA', 90)	('2-Methyl-3-acetoacetyl-CoA', 90)	('CoA', 90)	('Acetyl-CoA', 90)	('Naphthyl-2-oxomethyl-succinyl-CoA', 86)	('[Hydroxymethylglutaryl-CoA reductase (NADPH)]', 86)	('(13Z,16Z)-Docosadienoyl-CoA', 86)	('(13Z,16Z)-Docosadi-13,16-enoyl-CoA', 86)
2-Oxoglutaramate	('2-Oxoglutaramate', 100)	('4-Oxoglutaramate', 94)	('2-Oxoglutarate', 93)	('N-Methyl-2-oxoglutaramate', 90)	('2-n-Propyl-4-oxopentanoic acid', 86)	('2,4-Diketo-3-deoxy-L-fuconate', 86)	('2,4-Diketo-3-deoxy-L-rhamnonate', 86)	('2,4-Didehydro-3-deoxy-L-rhamnonate', 86)	('2-Bromo-5-hydroxy-N-[2-(4-hydroxyphenyl)ethyl]-4-methoxy-N-methylbenzamide', 86)	('Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside', 86)
(R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	('(R)-3-Hydroxypalmitoyl-[acyl-carrier protein]', 100)	('(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]', 99)	('(R)-3-Hydroxyacyl-[acyl-carrier protein]', 91)	('(3R)-3-Hydroxyacyl-[acyl-carrier protein]', 90)	('Protein', 90)	('Acyl-carrier protein', 90)	('[Acyl-carrier protein]', 90)	('(R)-3-Hydroxydecanoyl-[acyl-carrier protein]', 89)	('(R)-3-Hydroxybutanoyl-[acyl-carrier protein]', 89)	('(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]', 89)
L-Glutamate 5-semialdehyde	('L-Glutamate 5-semialdehyde', 100)	('L-Glutamate 1-semialdehyde', 96)	('N-Succinyl-L-glutamate 5-semialdehyde', 95)	('N-Acetyl-L-glutamate 5-semialdehyde', 95)	('LysW-L-glutamate 5-semialdehyde', 95)	('L-Glutamate gamma-semialdehyde', 91)	('Glutamate', 90)	('L-Glutamate', 90)	('Glutamate', 90)	('Aldehyde', 90)
