	0	1	2	3	4	5	6	7	8	9
(R)-5-Diphosphomevalonate	('(R)-5-phosphomevalonate', 96)	('(R)-3,5-bisphosphomevalonate', 90)	('(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)
Glyceric acid 1,3-biphosphate	('phosphate', 90)	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)
4'-Carboxy-5'-Cholesta-8,24-Dien-3'-Ol	('4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	('4&alpha;-carboxy-5&alpha;-cholesta-7,24-dien-3&beta;-ol', 92)	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)
Urea	('urea', 100)	('N-methylurea', 90)	('N-(aminomethyl)urea', 90)	('N-(carboxyaminomethyl)urea', 90)	"(""N,N'-dimethylurea"", 90)"	('2-phenylthiourea', 90)	('allylthiourea', 90)	"(""N-methyl-N'-phenylurea"", 90)"	"(""N'-(4-chlorophenyl)-N-methylurea"", 90)"	('3-[4-(propan-2-yl)phenyl]urea', 90)
5alpha-Cholesta-7,24-dien-3beta-ol	('5&alpha;-cholesta-7,24-dien-3&beta;-ol', 94)	('5&alpha;-cholesta-7,24-dien-3-one', 87)	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('(1S,15R,16S)-4-methoxy-9-azatetracyclo[7.6.1.0<sup>2</sup>,<sup>7</sup>.0<sup>12</sup>,<sup>16</sup>]hexadeca-2,4,6,12-tetraene-5,15-diol', 86)	('24-epicathasterone', 86)
(R)-5-Phosphomevalonate	('(R)-5-phosphomevalonate', 100)	('(R)-3,5-bisphosphomevalonate', 90)	('(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)
3-Oxohexanoyl-[acyl-carrier protein]	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)
Zymosterol	('zymosterol', 100)	('zymostenol', 90)	('3-dehydro-4-methylzymosterol', 90)	('26,27-dehydrozymosterol', 90)	('26-hydroxy-27-methyl-zymosterol', 90)	('zymosterone', 86)	('desmosterol', 76)	('7-dehydrodesmosterol', 72)	('nerol', 72)	('24-methyldesmosterol', 72)
Hexanoyl-[acyl-carrier protein]	('hexanoyl-CoA', 86)	"(""3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-hexanoyl-CoA"", 86)"	('tetra-acyl estolide', 86)	('tri-acyl estolide', 86)	('sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(5-methyl)hexanoyl-6-(2-methyl)butyrate', 86)	"(""3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"", 86)"	('sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(4-methyl)hexanoyl-6-isobutyrate', 86)	('des-acyl avenacin A', 86)	('[polyketide synthase acyl-carrier protein]-group', 86)	('a [protein]-N<sup>6</sup>-[1,1-(5-adenosylyl-&alpha;-D-ribose-1,2-di-O-yl)ethyl]-L-lysine', 86)
(2E)-Decenoyl-[acp]	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(2E,4E)-2-methyl-6-oxohepta-2,4-dienal', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('(2E)-3-methyl-4,6-dioxohept-2-enedioate', 86)	('(2E)-2-methyl-4,6-dioxohept-2-enedioate', 86)	('9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]', 86)	('3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]', 86)	('(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal', 86)
Guanidoacetic acid	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('monic acid', 86)	('ulvanobiouronic acid 3-sulfate A', 86)	('ulvanobiouronic acid 3-sulfate B', 86)	('colanic acid repeating unit', 86)	('dihydroartemisinic acid hydroperoxide', 86)	('tannic acid', 86)	('domoic acid', 86)
(2E)-Hexenoyl-[acp]	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(2E,4E)-2-methyl-6-oxohepta-2,4-dienal', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('(2E)-3-methyl-4,6-dioxohept-2-enedioate', 86)	('(2E)-2-methyl-4,6-dioxohept-2-enedioate', 86)	('9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]', 86)	('3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]', 86)	('(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal', 86)
4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	('4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	('4&beta;-hydroxymethyl-4&alpha;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	('4&alpha;-hydroxymethyl-14&alpha;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	('4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 87)	('1,4-dideoxy-1,4-imino-D-mannitol', 86)	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	('S-(hydroxymethyl)bacillithiol', 86)	"(""3',5'-di-C-glucosylphloretin"", 86)"	('3-hydroxy-5-oxohexanoyl-CoA', 86)
Decanoyl-[acyl-carrier protein]	('N<sup>3</sup>-decanoyl-N<sup>3</sup>-hydroxy-1,3-diaminopropane', 86)	('N<sup>5</sup>-2,4-diaminobutanoate-N<sup>1</sup>-citryl-N<sup>3</sup>-decanoyl-N<sup>3</sup>-hydroxy-1,3-diaminopropane', 86)	('N<sup>1</sup>-citryl-N<sup>3</sup>-decanoyl-N<sup>3</sup>-hydroxy-1,3-diaminopropane', 86)	('decanoyl-CoA', 86)	('tetra-acyl estolide', 86)	('tri-acyl estolide', 86)	"(""3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"", 86)"	"(""2-acetyl-3-decanoyl-3',4-di(3-methylbutanoyl)sucrose"", 86)"	('des-acyl avenacin A', 86)	('[polyketide synthase acyl-carrier protein]-group', 86)
Argininosuccinic acid	('(+)-dehydrodiconiferyl acid carboxylate', 86)	('3&alpha;-hydroxy-3,5-dihydromonacolin L acid', 86)	('O-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester', 86)	('elenolic acid', 86)	('monic acid', 86)	('ulvanobiouronic acid 3-sulfate A', 86)	('ulvanobiouronic acid 3-sulfate B', 86)	('L-aceric acid', 86)	('dihydroartemisinic acid hydroperoxide', 86)	('tannic acid', 86)
L-Palmitoylcarnitine	('O-palmitoyl-L-carnitine', 88)	('N(&alpha;)-benzyloxycarbonyl-L-leucine', 86)	('&gamma;-L-glutamyl-glycylglycine', 86)	('cyanidin 3-O-(4-coumaroyl-&alpha;-L-rhamnosyl-(1&rarr;6)-&beta;-D-glucoside', 86)	('delphinidin 3-O-(4-coumaroyl-&alpha;-L-rhamnosyl-(1&rarr;6)-&beta;-D-glucoside', 86)	('L-prolyl-trans-4-hydroxy-L-proline', 86)	('a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-meso-2,6-diaminopimeloyl-glycine) tetrapeptide', 86)	('4-O-(&alpha;-L-rhamnopyranosyl)-hydroxybenzoate methyl ester', 86)	('O-methyl-4-O-[&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-O-methyl-&alpha;-L-rhamnopyranosyl]-hydroxybenzoate', 86)	('O-methyl-4-O-[&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-O-methyl-&alpha;-L-rhamnopyranosyl]-hydroxybenzoate', 86)
proton	('protopine', 80)	('proto-zwittermicin A-L-alanyl-[PKS]', 75)	('proto-zwittermicin A', 75)	('3-O-methylprotoansatrienin', 75)	('D-alanyl-3-O-methylprotoansatrienin', 75)	('protoansatrienin', 75)	('protodeoxyviolaceinate', 75)	('protoviolaceinate', 75)	('N-acetyl-serotonin glucuronide', 75)	('protoanemonin', 75)
Water	('24-epicathasterone', 72)	('teasterone', 72)	('6-hydroxyteasterone', 72)	('26-hydroxycastasterone', 72)	('6-deoxotyphasterol', 72)	('5,8,11,14-icosatetraynoate', 72)	('6-deoxo-24-epicathasterone', 72)	('3-dehydro-6-deoxoteasterone', 72)	('(22R,23R)-28-homocastasterone', 72)	('cathasterone', 72)
3-Oxohexadecanoyl-[acyl-carrier protein]	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(3R)-3-hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine', 86)
HMA	('HMBOA', 75)	('harman', 67)	('maclurin', 60)	('sMARt-420', 60)	('lipid A (R. sphaeroides)', 60)	('allyl diphosphate', 60)	('&alpha;-phenylglycidate', 60)	('(10bR,4aS)-buphanisine', 60)	('24-epicathasterone', 60)	('distichamine', 60)
GDP	('GDP', 100)	('GDP-valienol', 90)	('GDP-&alpha;-D-glucose', 90)	('GDP-&beta;-L-gulose', 90)	('GDP-galactose', 90)	('GDP-D-glucosamine', 90)	('GDP-&alpha;-D-perosamine', 90)	('GDP-mycosamine', 90)	('GDP-&alpha;-D-rhamnose', 90)	('GDP-&alpha;-D-altrose', 90)
GTP	('GTP', 100)	('8-oxo-dGTP', 90)	('8-hydroxy-dGTP', 90)	('8-oxo-GTP', 90)	('m<sup>7</sup>GTP', 90)	('dGTP', 86)	('UTP', 67)	('CTP', 67)	('pGp', 67)	('XTP', 67)
Presqualene diphosphate	('presqualene diphosphate', 100)	('diphosphate', 90)	('phosphate', 90)	('squalene', 90)	('[5-(aminomethyl)furan-3-yl]methyl diphosphate', 86)	"(""N<sup>7</sup>-methylguanosine 5'-diphosphate"", 86)"	"(""2'-deoxyuridine 5'-&alpha;,&beta;-imido-diphosphate"", 86)"	"(""2'-deoxy-5-methylycytidine diphosphate"", 86)"	"(""a 5'-phosphonucleoside 3'-diphosphate"", 86)"	('2-(&alpha;-lactyl)-thiamine diphosphate', 86)
GMP	('GMP', 100)	('8-oxo-GMP', 90)	('cyclic-GMP', 90)	('8-oxo-dGMP', 90)	('3-deaza-GMP', 90)	('dGMP', 86)	('UMP', 67)	('CMP', 67)	('pGp', 67)	('GDP', 67)
Octanoyl-[acyl-carrier protein]	('octanoyl-CoA', 86)	"(""3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA"", 86)"	('tetra-acyl estolide', 86)	('tri-acyl estolide', 86)	"(""3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"", 86)"	('des-acyl avenacin A', 86)	('2-O-[6-O-octanoyl-&alpha;-D-glucopyranosyl-(1&rarr;6)-(&alpha;-D-glucopyranosyl]-D-glycerate', 86)	('[polyketide synthase acyl-carrier protein]-group', 86)	('[(3S)-4-octanoyl-5-oxooxolan-3-yl]methyl phosphate', 86)	('(4-octanoyl-5-oxo-2H-furan-3-yl)methyl phosphate', 86)
3-Mercaptopyruvic acid	('6-bromo-4-cyclohexene-1,2,3-triol', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	('1-deoxy-2,3-hexodiulose-6-phosphate', 86)	('(2Z,3Z)-deca-2,3-dienoyl-N-acetylcysteamine', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('(3Z,5S,6E,8E,10E)-1-aminododeca-3,6,8,10-tetraen-5-ol', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)
2-Phospho-D-glyceric acid	('(2S)-2-{[1-(R)-carboxyethyl]amino}pentanoate', 86)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)	('2-amino-3-[(2,5-dihydroxyphenyl)sulfanyl]propanoate', 86)	('(Z)-N-hydroxy-2-(4-hydroxyphenyl)acetimidothioate', 86)	('(2Z,3Z)-deca-2,3-dienoyl-N-acetylcysteamine', 86)	"(""3,5-di-C-glucosyl-2,4,4',6-tetrahydroxydibenzoylmethane"", 86)"	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	"(""kaempferol 7-O-&beta;-D-(6''-O-malonyl)-glucoside"", 86)"
D-Erythrose 4-phosphate	('D-erythrose 4-phosphate', 100)	('D-erythrulose 4-phosphate', 96)	('D-erythrulose 1-phosphate', 92)	('L-erythrulose 4-phosphate', 92)	('1-deoxy-1-imino-D-erythrose 4-phosphate', 90)	('D-erythrose', 90)	('phosphate', 90)	('D-erythritol 4-phosphate', 89)	('L-erythrulose 1-phosphate', 88)	('(R)-3,4-dihydroxymandelonitrile &beta;-D-glucoside', 86)
4'-Formyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	('4&alpha;-formyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	('4&beta;-formyl-4&alpha;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol', 95)	"(""3',5'-di-C-glucosylphloretin"", 86)"	('5-methyl-N-(4-nitrophenyl)-1-oxo-1&lambda;<sup>4</sup>-thiophene-2-carboxamide', 86)	('3-hydroxy-5-oxohexanoyl-CoA', 86)	('5-methyl-N-(4-nitrophenyl)-1,1-dioxo-1&lambda;<sup>6</sup>-thiophene-2-carboxamide', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)
(2E)-Tetradecenoyl-[acp]	('(2E,5S,6E,8E,10E)-1-aminododeca-2,6,8,10-tetraen-5-ol', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(2E,4E)-2-methyl-6-oxohepta-2,4-dienal', 86)	('3-[(2R)-3,5-dioxo-4-[(2E.4S,6S,8E,10E,12E)-4,6,12-trimethyltetradeca-2,8,10,12-tetraenoyl]pyrrolidin-2-yl]-2-hydroxy-2-methylpropanoate', 86)	('(2E)-3-methyl-4,6-dioxohept-2-enedioate', 86)	('(2E)-2-methyl-4,6-dioxohept-2-enedioate', 86)	('9-hydroxy-3,5,7,11,13,15,17,19-octaoxohenicosanoyl-[acp]', 86)	('3,5,7,9,11,13,15,17,19-nonaoxohenicosanoyl-[acp]', 86)	('(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal', 86)
3-Oxotetradecanoyl-[acyl-carrier protein]	('2-[2-(1,3-dioxan-2-yl)ethanesulfinyl]-5-phenyl-1,3,4-oxadiazole', 86)	('2-((2-(1,3-dioxan-2-yl)ethyl)thio)-5-phenyl-1,3,4-oxadiazole', 86)	('(1E,3S,4Z)-7-amino-1-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}hepta-1,4-dien-3-ol', 86)	('(1S,2Z)-5-amino-1-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)pent-2-en-1-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydro-1H-pyridin-2-ol', 86)	('2-(3-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}oxiran-2-yl)-5,6-dihydropyridine', 86)	('(2R)-3-{[1-(5,6-dihydropyridin-2-yl)-2-hydroxy-2-{3-[(1E)-prop-1-en-1-yl]oxiran-2-yl}ethyl]sulfanyl}-2-acetamidopropanoate', 86)	('N-[(3R)-6-(5,6-dihydropyridin-2-yl)-7-hydroxy-8-[(2E)-1-hydroxybut-2-en-1-yl]-2-oxo-1,5-oxathiocan-3-yl]acetamide', 86)	('N-[(3R)-8-[(2E)-but-2-enoyl]-6-(5,6-dihydropyridin-2-yl)-2-oxo-4,8-dihydro-3H-1,5-oxathiocin-3-yl]acetamide', 86)	('(3R)-3-hydroxy-16-methoxy-1,2-didehydro-2,3-dihydrotabersonine', 86)
Deoxyadenosine monophosphate	"(""2'-deoxyadenosine 3'-monophosphate"", 95)"	"(""3'-deoxyadenosine 5'-monophosphate"", 95)"	('adenosine', 90)	('phosphate', 90)	"(""3'-deoxyadenosine"", 86)"	"(""puromycin aminonucleoside 5'-monophosphate"", 86)"	"(""2'-deoxyadenosine"", 86)"	"(""5'-[(3-aminopropyl)methylamino]-5'-deoxyadenosine"", 86)"	"(""5'-[(3-aminopropyl)-amino]-5'-deoxyadenosine"", 86)"	"(""5'-(aminoiminomethyl)amino-5'-deoxyadenosine"", 86)"
Ornithine	('D-ornithine', 95)	('L-ornithine', 95)	('N<sup>5</sup>-[(S)-citryl]-D-ornithine', 90)	('N-acetyl-L-ornithine', 90)	('N<sup>5</sup>-acetyl-L-ornithine', 90)	('(3R)-3-methyl-D-ornithine', 90)	('N<sup>5</sup>-hydroxy-L-ornithine', 90)	('N<sup>5</sup>-formyl-N<sup>5</sup>-hydroxy-L-ornithine', 90)	('N<sup>5</sup>-acetyl-N<sup>5</sup>-hydroxy-L-ornithine', 90)	('N-propanoyl-&gamma;-L-glutamyl-L-orornithine-&delta;-lactam', 90)
Butyryl-[acyl-carrier protein]	('tetra-acyl estolide', 86)	('tri-acyl estolide', 86)	"(""sucrose-2-(2-methyl)butyryl-3,4-di-(3-methyl)pentanoyl-6'-O-acetate"", 86)"	('sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(4-methyl)pentanoyl-6-isobutyrate', 86)	"(""sucrose-4-(2-methyl)butyryl-2,3-di-(3-methyl)pentanoyl-6'-O-acetate"", 86)"	('sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(4-methyl)pentanoate', 86)	"(""sucrose-2-(2-methyl)butyryl-3,4-di-(3-methyl)pentanoyl-1'-(2-methyl)butyryl-6'-O-acetate"", 86)"	('sucrose-2-(2-methyl)butyryl-4-(2-methyl)butyryl-3-(5-methyl)hexanoyl-6-(2-methyl)butyrate', 86)	"(""3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"", 86)"	"(""sucrose-2-(2-methyl)butyryl-3,4-di-(3-methyl)pentanoyl-3'-O-acetate"", 86)"
L-Malic acid	('N6-acetyl-L-&beta;-lysine', 86)	('pseudolaric acid C', 86)	('pseudolaric acid A', 86)	('pseudolaric acid B', 86)	('(L-firefly luciferyl)adenylate', 86)	('L-glutamyl-L-glutamate', 86)	('N(&alpha;)-benzyloxycarbonyl-L-leucine', 86)	('L-threo-isocitrate', 86)	('&gamma;-L-glutamyl-glycylglycine', 86)	('cyanidin 3-O-(4-coumaroyl-&alpha;-L-rhamnosyl-(1&rarr;6)-&beta;-D-glucoside', 86)
