RxnId	Equation	Definition
R00245	C01165 + C00003 + C00001 <=> C00025 + C00004 + C00080	L-Glutamate 5-semialdehyde + NAD+ + H2O <=> L-Glutamate + NADH + H+
R00707	C03912 + C00003 + 2 C00001 <=> C00025 + C00004 + C00080	(S)-1-Pyrroline-5-carboxylate + NAD+ + 2 H2O <=> L-Glutamate + NADH + H+
R00708	C03912 + C00006 + 2 C00001 <=> C00025 + C00005 + C00080	(S)-1-Pyrroline-5-carboxylate + NADP+ + 2 H2O <=> L-Glutamate + NADPH + H+
R04444	C04281 + C00003 + 2 C00001 <=> C05947 + C00004 + C00080	L-1-Pyrroline-3-hydroxy-5-carboxylate + NAD+ + 2 H2O <=> L-erythro-4-Hydroxyglutamate + NADH + H+
R04445	C04281 + C00006 + 2 C00001 <=> C05947 + C00005 + C00080	L-1-Pyrroline-3-hydroxy-5-carboxylate + NADP+ + 2 H2O <=> L-erythro-4-Hydroxyglutamate + NADPH + H+
R05051	C05947 + C00004 + C00080 <=> C05938 + C00003 + C00001	L-erythro-4-Hydroxyglutamate + NADH + H+ <=> L-4-Hydroxyglutamate semialdehyde + NAD+ + H2O
R02472	C00522 + C00006 <=> C00966 + C00005 + C00080	(R)-Pantoate + NADP+ <=> 2-Dehydropantoate + NADPH + H+
R03199	C01054 <=> C01724	(S)-2,3-Epoxysqualene <=> Lanosterol
R00257	C00002 + C00857 + C00064 + C00001 <=> C00020 + C00013 + C00003 + C00025	ATP + Deamino-NAD+ + L-Glutamine + H2O <=> AMP + Diphosphate + NAD+ + L-Glutamate
R02029	C03892 + C00001 <=> C00344 + C00009	Phosphatidylglycerophosphate + H2O <=> Phosphatidylglycerol + Orthophosphate
R01431	C00379 + C00006 <=> C00181 + C00005 + C00080	Xylitol + NADP+ <=> D-Xylose + NADPH + H+
R09477	C00379 + C00003 <=> C00181 + C00004 + C00080	Xylitol + NAD+ <=> D-Xylose + NADH + H+
R02057	C00570 + C00641 <=> C00055 + C00350	CDP-ethanolamine + 1,2-Diacyl-sn-glycerol <=> CMP + Phosphatidylethanolamine
R04920	C05673 + C00641 <=> C00055 + C05675	CMP-2-aminoethylphosphonate + 1,2-Diacyl-sn-glycerol <=> CMP + Diacylglyceryl-2-aminoethylphosphonate
R06364	C00570 + C03201 <=> C00055 + C04475	CDP-ethanolamine + 1-Alkyl-2-acylglycerol <=> CMP + 1-Alkyl-2-acylglycerophosphoethanolamine
R07384	C04756 + C00055 <=> C03454 + C00570	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + CMP <=> 1-Alkenyl-2-acylglycerol + CDP-ethanolamine
R00966	C00105 + C00013 <=> C00106 + C00119	UMP + Diphosphate <=> Uracil + 5-Phospho-alpha-D-ribose 1-diphosphate
R00692	C00079 + C00022 <=> C00166 + C00041	L-Phenylalanine + Pyruvate <=> Phenylpyruvate + L-Alanine
R09254	C00082 + C00022 <=> C01179 + C00041	L-Tyrosine + Pyruvate <=> 3-(4-Hydroxyphenyl)pyruvate + L-Alanine
R01663	C00239 + C00001 <=> C00365 + C00014	dCMP + H2O <=> dUMP + Ammonia
R00702	2 C00448 <=> C00013 + C03428	2 trans,trans-Farnesyl diphosphate <=> Diphosphate + Presqualene diphosphate
R02872	C03428 + C00005 + C00080 <=> C00013 + C00751 + C00006	Presqualene diphosphate + NADPH + H+ <=> Diphosphate + Squalene + NADP+
R06223	2 C00448 + C00005 + C00080 <=> C00751 + 2 C00013 + C00006	2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2 Diphosphate + NADP+
R03409	C04494 + C00001 <=> C01228 + C00009	Guanosine 3'-diphosphate 5'-triphosphate + H2O <=> Guanosine 3',5'-bis(diphosphate) + Orthophosphate
R01090	C00123 + C00026 <=> C00233 + C00025	L-Leucine + 2-Oxoglutarate <=> 4-Methyl-2-oxopentanoate + L-Glutamate
R01214	C00183 + C00026 <=> C00141 + C00025	L-Valine + 2-Oxoglutarate <=> 3-Methyl-2-oxobutanoic acid + L-Glutamate
R02199	C00407 + C00026 <=> C00671 + C00025	L-Isoleucine + 2-Oxoglutarate <=> (S)-3-Methyl-2-oxopentanoic acid + L-Glutamate
R08622	C17211 + C00151 <=> C17213 + C00161	2-Oxo-5-methylthiopentanoic acid + L-Amino acid <=> Homomethionine + 2-Oxo acid
R08626	C17216 + C00151 <=> C17217 + C00161	2-Oxo-6-methylthiohexanoic acid + L-Amino acid <=> Dihomomethionine + 2-Oxo acid
R10991	C02356 + C00026 <=> C00109 + C00025	(S)-2-Aminobutanoate + 2-Oxoglutarate <=> 2-Oxobutanoate + L-Glutamate
R01130	C00130 + C00003 + C00001 <=> C00655 + C00004 + C00080	IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+
R08240	C04646 + C00003 + C00001 <=> C16618 + C00004 + C00080	6-Thioinosine-5'-monophosphate + NAD+ + H2O <=> 6-Thioxanthine 5'-monophosphate + NADH + H+
R00540	C00726 + 2 C00001 <=> C00060 + C00014	Nitrile + 2 H2O <=> Carboxylate + Ammonia
R01887	C05715 + 2 C00001 <=> C00302 + C00014	gamma-Amino-gamma-cyanobutanoate + 2 H2O <=> Glutamate + Ammonia
R03093	C02938 + 2 C00001 <=> C00954 + C00014	3-Indoleacetonitrile + 2 H2O <=> Indole-3-acetate + Ammonia
R03542	C05714 + 2 C00001 <=> C01401 + C00014	alpha-Aminopropiononitrile + 2 H2O <=> Alanine + Ammonia
R05591	C09814 + 2 C00001 <=> C00180 + C00014	Benzonitrile + 2 H2O <=> Benzoate + Ammonia
R07855	C16074 + 2 C00001 <=> C07086 + C00014	Phenylacetonitrile + 2 H2O <=> Phenylacetic acid + Ammonia
R00802	C00089 + C00001 <=> C02336 + C00267	Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose
R02410	C00492 + C00001 <=> C05402 + C00095	Raffinose + H2O <=> Melibiose + D-Fructose
R03635	C01613 + C00001 <=> C05404 + C00095	Stachyose + H2O <=> D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose + D-Fructose
R03921	C16688 + C00001 <=> C00095 + C00092	Sucrose 6-phosphate + H2O <=> D-Fructose + D-Glucose 6-phosphate
R06088	G00370 + C00001 <=> C02336 + C00267	Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose
R00238	2 C00024 <=> C00010 + C00332	2 Acetyl-CoA <=> CoA + Acetoacetyl-CoA
R00927	C00100 + C00024 <=> C00010 + C03344	Propanoyl-CoA + Acetyl-CoA <=> CoA + 2-Methylacetoacetyl-CoA
R01177	C00024 + C00136 <=> C00010 + C05269	Acetyl-CoA + Butanoyl-CoA <=> CoA + 3-Oxohexanoyl-CoA
R03778	C01944 + C00024 <=> C00010 + C05265	Octanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxodecanoyl-CoA
R03858	C01832 + C00024 <=> C00010 + C05261	Lauroyl-CoA + Acetyl-CoA <=> CoA + 3-Oxotetradecanoyl-CoA
R03991	C02593 + C00024 <=> C00010 + C05259	Tetradecanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxopalmitoyl-CoA
R04546	C00100 + C05337 <=> C00010 + C04644	Propanoyl-CoA + Chenodeoxycholoyl-CoA <=> CoA + 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
R04742	C05274 + C00024 <=> C00010 + C05263	Decanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxododecanoyl-CoA
R04747	C05270 + C00024 <=> C00010 + C05267	Hexanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxooctanoyl-CoA
R07891	C16331 + C00024 <=> C00010 + C16330	OPC6-CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC8-CoA
R07895	C16335 + C00024 <=> C00010 + C16334	OPC4-CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC6-CoA
R07899	C16339 + C00024 <=> C00010 + C16338	(+)-7-Isojasmonic acid CoA + Acetyl-CoA <=> CoA + 3-Oxo-OPC4-CoA
R07937	C16169 + C00024 <=> C00010 + C16376	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + Acetyl-CoA <=> CoA + (6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexaenoyl-CoA
R07953	C16173 + C00024 <=> C00010 + C16389	(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA + Acetyl-CoA <=> CoA + (6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapentaenoyl-CoA
R00848	C00093 + C00016 <=> C00111 + C01352	sn-Glycerol 3-phosphate + FAD <=> Glycerone phosphate + FADH2
R02473	C00002 + C00522 + C00099 <=> C00020 + C00013 + C00864	ATP + (R)-Pantoate + beta-Alanine <=> AMP + Diphosphate + Pantothenate
R00621	C00026 + C00068 <=> C05381 + C00011	2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2
R01700	C00026 + C15972 <=> C16254 + C00011	2-Oxoglutarate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + CO2
R03316	C05381 + C15972 <=> C16254 + C00068	3-Carboxy-1-hydroxypropyl-ThPP + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamin diphosphate
R02756	C00681 + C00006 <=> C03372 + C00005 + C00080	1-Acyl-sn-glycerol 3-phosphate + NADP+ <=> Acylglycerone phosphate + NADPH + H+
R04360	C03968 + C00006 <=> C03715 + C00005 + C00080	1-Alkyl-sn-glycero-3-phosphate + NADP+ <=> O-Alkylglycerone phosphate + NADPH + H+
R03243	C01100 + C00026 <=> C01267 + C00025	L-Histidinol phosphate + 2-Oxoglutarate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + L-Glutamate
R02732	C00002 + C05345 <=> C00008 + C00665	ATP + beta-D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 2,6-bisphosphate
R01790	C00369 + C00001 <=> C00031 + C00369	Starch + H2O <=> D-Glucose + Starch
R01934	C05662 + C00003 <=> C00322 + C00011 + C00004 + C00080	Homoisocitrate + NAD+ <=> 2-Oxoadipate + CO2 + NADH + H+
R01936	C05533 <=> C00322 + C00011	Oxaloglutarate <=> 2-Oxoadipate + CO2
R04862	C05662 + C00003 <=> C05533 + C00004 + C00080	Homoisocitrate + NAD+ <=> Oxaloglutarate + NADH + H+
R04230	C00002 + C03492 + C00097 <=> C00020 + C00013 + C04352	ATP + D-4'-Phosphopantothenate + L-Cysteine <=> AMP + Diphosphate + (R)-4'-Phosphopantothenoyl-L-cysteine
R02208	C03681 + C00006 <=> C00410 + C00005 + C00080	5alpha-Pregnane-3,20-dione + NADP+ <=> Progesterone + NADPH + H+
R02497	C03917 + C00006 <=> C00535 + C00005 + C00080	Dihydrotestosterone + NADP+ <=> Testosterone + NADPH + H+
R08954	C03205 + C00005 + C00080 <=> C18040 + C00006	11-Deoxycorticosterone + NADPH + H+ <=> 5alpha-Dihydrodeoxycorticosterone + NADP+
R10242	C00674 + C00006 <=> C00280 + C00005 + C00080	5alpha-Androstane-3,17-dione + NADP+ <=> Androstenedione + NADPH + H+
R12299	C00381 + C00006 <=> C06081 + C00005 + C00080	Dolichol + NADP+ <=> Polyprenol + NADPH + H+
R00100	C00004 + 2 C00996 <=> C00003 + 2 C00999 + C00080	NADH + 2 Ferricytochrome b5 <=> NAD+ + 2 Ferrocytochrome b5 + H+
R04640	C04896 <=> C04916	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide <=> N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide
R04404	C04637 + C00001 <=> C01277 + C00009	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 4-phosphate + Orthophosphate
R09827	C05981 + C00001 <=> C11554 + C00009	Phosphatidylinositol-3,4,5-trisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate + Orthophosphate
R02425	C02350 + C00001 <=> C00499	(S)-Allantoin + H2O <=> Allantoate
R02422	C00499 + C00001 <=> C00603 + C00086	Allantoate + H2O <=> (S)-Ureidoglycolate + Urea
R00472	C00149 + C00010 <=> C00024 + C00001 + C00048	(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate
R00776	C00603 <=> C00048 + C00086	(S)-Ureidoglycolate <=> Glyoxylate + Urea
R00715	C00449 + C00003 + C00001 <=> C00047 + C00026 + C00004 + C00080	N6-(L-1,3-Dicarboxypropyl)-L-lysine + NAD+ + H2O <=> L-Lysine + 2-Oxoglutarate + NADH + H+
R03522	C01322 + C00051 <=> C00462 + C02320	RX + Glutathione <=> Halide + R-S-Glutathione
R07002	C14786 + C00051 <=> C14791	(1R,2S)-Naphthalene 1,2-oxide + Glutathione <=> (1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene
R07003	C14787 + C00051 <=> C14793	(1S,2R)-Naphthalene 1,2-oxide + Glutathione <=> (1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene
R07004	C14787 + C00051 <=> C14792	(1S,2R)-Naphthalene 1,2-oxide + Glutathione <=> (1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene
R07023	C14802 + C00051 <=> C14803	1-Nitronaphthalene-7,8-oxide + Glutathione <=> 1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene
R07024	C14802 + C00051 <=> C14804	1-Nitronaphthalene-7,8-oxide + Glutathione <=> 1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene
R07025	C14800 + C00051 <=> C14805	1-Nitronaphthalene-5,6-oxide + Glutathione <=> 1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene
R07026	C14800 + C00051 <=> C14806	1-Nitronaphthalene-5,6-oxide + Glutathione <=> 1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene
R07069	C14839 + C00051 <=> C14847	Bromobenzene-3,4-oxide + Glutathione <=> 3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene
R07070	C14840 + C00051 <=> C14848	Bromobenzene-2,3-oxide + Glutathione <=> 2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
R07083	C14851 + C00051 <=> C14855	Benzo[a]pyrene-4,5-oxide + Glutathione <=> 4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene
R07084	C14852 + C00051 <=> C14856 + C00001	Benzo[a]pyrene-7,8-dihydrodiol + Glutathione <=> 7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene + H2O
R07091	C14858 + C00051 <=> C14861	2,2-Dichloroacetaldehyde + Glutathione <=> S-(2,2-Dichloro-1-hydroxy)ethyl glutathione
R07092	C14857 + C00051 <=> C14865 + C01327	1,1-Dichloroethylene epoxide + Glutathione <=> 2-(S-Glutathionyl)acetyl chloride + Hydrochloric acid
R07093	C14859 + C00051 <=> C14864 + C01327	Chloroacetyl chloride + Glutathione <=> S-(2-Chloroacetyl)glutathione + Hydrochloric acid
R07094	C14865 + C00051 <=> C14863 + C01327	2-(S-Glutathionyl)acetyl chloride + Glutathione <=> 2-(S-Glutathionyl)acetyl glutathione + Hydrochloric acid
R07100	C06790 + C00051 <=> C14868 + C01327	Trichloroethene + Glutathione <=> S-(1,2-Dichlorovinyl)glutathione + Hydrochloric acid
R07113	C11088 + C00051 + C00080 <=> C14874 + 2 C13645	1,2-Dibromoethane + Glutathione + H+ <=> Glutathione episulfonium ion + 2 Hydrobromic acid
R07116	C14870 + C00051 <=> C14871 + C13645	2-Bromoacetaldehyde + Glutathione <=> S-(Formylmethyl)glutathione + Hydrobromic acid
R08280	C07645 + C00051 <=> C11583 + C00001	Aldophosphamide + Glutathione <=> 4-Glutathionyl cyclophosphamide + H2O
R09409	C19586 + C00051 <=> C11278	Aflatoxin B1-exo-8,9-epoxide + Glutathione <=> Aflatoxin B1exo-8,9-epoxide-GSH
R11905	C21758 + C00051 <=> C02320	Hepatotoxins + Glutathione <=> R-S-Glutathione
R01658	C00235 + C00129 <=> C00013 + C00341	Dimethylallyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + Geranyl diphosphate
R02003	C00341 + C00129 <=> C00013 + C00448	Geranyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + trans,trans-Farnesyl diphosphate
R07324	C00092 <=> C04006	D-Glucose 6-phosphate <=> 1D-myo-Inositol 3-phosphate
R03681	C00029 + C01702 <=> C00015 + C02687	UDP-glucose + Glycogenin <=> UDP + alpha-D-Glucosylglycogenin
R06623	G00144 + C00001 <=> G12396 + C00416	G00144 + H2O <=> 6-(alpha-D-glucosaminyl)-1D-myo-inositol + Phosphatidate
R00256	C00064 + C00001 <=> C00025 + C00014	L-Glutamine + H2O <=> L-Glutamate + Ammonia
R00575	2 C00002 + C00064 + C00288 + C00001 <=> 2 C00008 + C00009 + C00025 + C00169	2 ATP + L-Glutamine + HCO3- + H2O <=> 2 ADP + Orthophosphate + L-Glutamate + Carbamoyl phosphate
R01395	C00002 + C01563 <=> C00008 + C00169	ATP + Carbamate <=> ADP + Carbamoyl phosphate
R01397	C00169 + C00049 <=> C00009 + C00438	Carbamoyl phosphate + L-Aspartate <=> Orthophosphate + N-Carbamoyl-L-aspartate
R10948	C00002 + C00288 <=> C00008 + C20969	ATP + HCO3- <=> ADP + Carboxyphosphate
R10949	C00014 + C20969 <=> C01563 + C00009	Ammonia + Carboxyphosphate <=> Carbamate + Orthophosphate
R01529	C00199 <=> C00231	D-Ribulose 5-phosphate <=> D-Xylulose 5-phosphate
R00894	C00002 + C00025 + C00097 <=> C00008 + C00009 + C00669	ATP + L-Glutamate + L-Cysteine <=> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine
R10993	C00002 + C00025 + C02356 <=> C00008 + C00009 + C21015	ATP + L-Glutamate + (S)-2-Aminobutanoate <=> ADP + Orthophosphate + gamma-L-Glutamyl-L-2-aminobutyrate
R03361	C00002 + C01194 <=> C00008 + C01277	ATP + 1-Phosphatidyl-D-myo-inositol <=> ADP + 1-Phosphatidyl-1D-myo-inositol 4-phosphate
R07760	C16217 <=> C16218 + C00001	3-Hydroxyoctadecanoyl-CoA <=> (2E)-Octadecenoyl-CoA + H2O
R10827	C20878 <=> C20879 + C00001	Very-long-chain (3R)-3-hydroxyacyl-CoA <=> Very-long-chain trans-2,3-dehydroacyl-CoA + H2O
R01398	C00169 + C00077 <=> C00009 + C00327	Carbamoyl phosphate + L-Ornithine <=> Orthophosphate + L-Citrulline
R00259	C00024 + C00025 <=> C00010 + C00624	Acetyl-CoA + L-Glutamate <=> CoA + N-Acetyl-L-glutamate
R00527	C01031 + C00001 <=> C00058 + C00051	S-Formylglutathione + H2O <=> Formate + Glutathione
R01956	C00328 + C00026 <=> C01252 + C00025	L-Kynurenine + 2-Oxoglutarate <=> 4-(2-Aminophenyl)-2,4-dioxobutanoate + L-Glutamate
R04171	C03227 + C00026 <=> C05645 + C00025	3-Hydroxy-L-kynurenine + 2-Oxoglutarate <=> 4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate + L-Glutamate
R00089	C00002 <=> C00575 + C00013	ATP <=> 3',5'-Cyclic AMP + Diphosphate
R00434	C00044 <=> C00942 + C00013	GTP <=> 3',5'-Cyclic GMP + Diphosphate
R00529	C00002 + C00059 <=> C00013 + C00224	ATP + Sulfate <=> Diphosphate + Adenylyl sulfate
R04929	C00002 + C05697 <=> C00013 + C05686	ATP + Selenate <=> Diphosphate + Adenylylselenate
R01209	C04039 <=> C00141 + C00001	2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O
R04441	C04272 <=> C00141 + C00001	(R)-2,3-Dihydroxy-3-methylbutanoate <=> 3-Methyl-2-oxobutanoic acid + H2O
R05070	C06007 <=> C00671 + C00001	(R)-2,3-Dihydroxy-3-methylpentanoate <=> (S)-3-Methyl-2-oxopentanoic acid + H2O
R01274	C00154 + C00001 <=> C00010 + C00249	Palmitoyl-CoA + H2O <=> CoA + Hexadecanoic acid
R08174	C00412 + C00001 <=> C00010 + C01530	Stearoyl-CoA + H2O <=> CoA + Octadecanoic acid
R08175	C02041 + C00001 <=> C00010 + C06425	Eicosanoyl-CoA + H2O <=> CoA + Icosanoic acid
R08176	C00510 + C00001 <=> C00010 + C00712	Oleoyl-CoA + H2O <=> CoA + (9Z)-Octadecenoic acid
R08177	C02050 + C00001 <=> C00010 + C01595	Linoleoyl-CoA + H2O <=> CoA + Linoleate
R08178	C16162 + C00001 <=> C00010 + C06427	(9Z,12Z,15Z)-Octadecatrienoyl-CoA + H2O <=> CoA + (9Z,12Z,15Z)-Octadecatrienoic acid
R08179	C16165 + C00001 <=> C00010 + C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA + H2O <=> CoA + (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid
R08180	C16169 + C00001 <=> C00010 + C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + H2O <=> CoA + (4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid
R08181	C03035 + C00001 <=> C00010 + C06426	gamma-Linolenoyl-CoA + H2O <=> CoA + (6Z,9Z,12Z)-Octadecatrienoic acid
R08182	C03595 + C00001 <=> C00010 + C03242	8,11,14-Eicosatrienoyl-CoA + H2O <=> CoA + Dihomo-gamma-linolenate
R08183	C02249 + C00001 <=> C00010 + C00219	Arachidonyl-CoA + H2O <=> CoA + Arachidonate
R09450	C02843 + C00001 <=> C00638 + C00010	Long-chain acyl-CoA + H2O <=> Long-chain fatty acid + CoA
R07392	C04582 <=> C15650 + C00001	S-Methyl-5-thio-D-ribulose 1-phosphate <=> 2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O
R02665	C00632 + C00007 <=> C04409	3-Hydroxyanthranilate + Oxygen <=> 2-Amino-3-carboxymuconate semialdehyde
R00104	C00002 + C00003 <=> C00008 + C00006	ATP + NAD+ <=> ADP + NADP+
R02094	C00002 + C00364 <=> C00008 + C00363	ATP + dTMP <=> ADP + dTDP
R02098	C00002 + C00365 <=> C00008 + C01346	ATP + dUMP <=> ADP + dUDP
R01320	C00019 + C04308 <=> C00021 + C00157	S-Adenosyl-L-methionine + Phosphatidyl-N-dimethylethanolamine <=> S-Adenosyl-L-homocysteine + Phosphatidylcholine
R03424	C00019 + C01241 <=> C00021 + C04308	S-Adenosyl-L-methionine + Phosphatidyl-N-methylethanolamine <=> S-Adenosyl-L-homocysteine + Phosphatidyl-N-dimethylethanolamine
R00678	C00078 + C00007 <=> C02700	L-Tryptophan + Oxygen <=> L-Formylkynurenine
R02702	C00643 + C00007 <=> C05648	5-Hydroxy-L-tryptophan + Oxygen <=> 5-Hydroxy-N-formylkynurenine
R02909	C00780 + C00007 <=> C05647	Serotonin + Oxygen <=> Formyl-5-hydroxykynurenamine
R03628	C01598 + C00007 <=> C05642	Melatonin + Oxygen <=> Formyl-N-acetyl-5-methoxykynurenamine
R00185	C00002 + C00212 <=> C00008 + C00020	ATP + Adenosine <=> ADP + AMP
R10928	C11556 + C00001 <=> C11557 + C00009	1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 5-phosphate + Orthophosphate
R09845	C20120 + C00001 <=> C04506 + C00012	S-Farnesyl protein + H2O <=> Protein C-terminal S-farnesyl-L-cysteine + Peptide
R00999	C01118 + C00001 <=> C00109 + C00042 + C00014	O-Succinyl-L-homoserine + H2O <=> 2-Oxobutanoate + Succinate + Ammonia
R01288	C01118 + C00283 <=> C00155 + C00042	O-Succinyl-L-homoserine + Hydrogen sulfide <=> L-Homocysteine + Succinate
R02026	C01077 + C00320 + C00342 + C00080 <=> C00155 + C00094 + C00343 + C00033	O-Acetyl-L-homoserine + Thiosulfate + Thioredoxin + H+ <=> L-Homocysteine + Sulfite + Thioredoxin disulfide + Acetate
R02508	C00542 + C00042 <=> C01118 + C00097	Cystathionine + Succinate <=> O-Succinyl-L-homoserine + L-Cysteine
R03217	C01077 + C00097 <=> C02291 + C00033	O-Acetyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Acetate
R03260	C01118 + C00097 <=> C02291 + C00042	O-Succinyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Succinate
R04944	C05702 + C05688 <=> C05699 + C00009	O-Phosphorylhomoserine + L-Selenocysteine <=> L-Selenocystathionine + Orthophosphate
R04945	C01077 + C05688 <=> C05699 + C00033	O-Acetyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Acetate
R04946	C01118 + C05688 <=> C05699 + C00042	O-Succinyl-L-homoserine + L-Selenocysteine <=> L-Selenocystathionine + Succinate
R06722	C00001 + G00011 <=> C00159 + G10694	H2O + G00011 <=> D-Mannose + G10694
R01773	C00263 + C00003 <=> C00441 + C00004 + C00080	L-Homoserine + NAD+ <=> L-Aspartate 4-semialdehyde + NADH + H+
R01775	C00263 + C00006 <=> C00441 + C00005 + C00080	L-Homoserine + NADP+ <=> L-Aspartate 4-semialdehyde + NADPH + H+
R00025	C18091 + C00007 + C01847 <=> C00084 + C00088 + C00061 + C00001	Ethylnitronate + Oxygen + Reduced FMN <=> Acetaldehyde + Nitrite + FMN + H2O
R01982	C00470 + C00001 <=> C00333 + C00470	Pectate + H2O <=> D-Galacturonate + Pectate
R02360	C00470 + C00001 <=> C02273 + C00470	Pectate + H2O <=> Digalacturonate + Pectate
R01867	C00337 + C00122 <=> C00295 + C00042	(S)-Dihydroorotate + Fumarate <=> Orotate + Succinate
R00251	C00002 + C01879 + 2 C00001 <=> C00008 + C00009 + C00025	ATP + 5-Oxoproline + 2 H2O <=> ADP + Orthophosphate + L-Glutamate
R03508	C01302 <=> C03506 + C00011 + C00001	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate <=> Indoleglycerol phosphate + CO2 + H2O
R00670	C00077 <=> C00134 + C00011	L-Ornithine <=> Putrescine + CO2
R01624	C00024 + C00229 <=> C00010 + C03939	Acetyl-CoA + Acyl-carrier protein <=> CoA + Acetyl-[acyl-carrier protein]
R01626	C00083 + C00229 <=> C00010 + C01209	Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein]
R04428	C04618 <=> C04246 + C00001	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] <=> But-2-enoyl-[acyl-carrier protein] + H2O
R04535	C04619 <=> C05754 + C00001	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] <=> trans-Dec-2-enoyl-[acp] + H2O
R04537	C04620 <=> C05751 + C00001	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] <=> trans-Oct-2-enoyl-[acp] + H2O
R04544	C04633 <=> C05763 + C00001	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] <=> trans-Hexadec-2-enoyl-[acp] + H2O
R04568	C04688 <=> C05760 + C00001	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O
R04954	C05747 <=> C05748 + C00001	(R)-3-Hydroxyhexanoyl-[acp] <=> trans-Hex-2-enoyl-[acp] + H2O
R04965	C05757 <=> C05758 + C00001	(R)-3-Hydroxydodecanoyl-[acp] <=> trans-Dodec-2-enoyl-[acp] + H2O
