MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|MONOMER-13211|	Q402A8	['|ORG-6027|']	['|ENZRXN-14063|']	['SndH', 'SNDH1', 'L-sorbosone dehydrogenase 1', 'Protein', 'a protein']	['|G-10052|']	[]	[]	[]	['|GO:0030288|']	[]	[]	[]	[]
|G66-33210-MONOMER|	P86397	['|TAX-9606|']	['|ENZRXN66-19324|', '|ENZRXN66-19323|', '|ENZRXN66-19322|', '|ENZRXN66-19316|', '|ENZRXN66-19315|', '|ENZRXN66-19314|', '|ENZRXN66-19311|']	['3-hydroxyacyl-[acyl-carrier-protein] dehydratase', 'HsHTD2', 'HTD2_HUMAN', 'Protein', 'a protein', 'hydroxyacyl-thioester dehydratase type 2']	['|G66-33210|']	[]	[]	[]	['|GO:0016829|', '|GO:0006631|', '|GO:0006629|', '|GO:0005739|', '|GO:0005730|']	[]	[]	[]	[]
|HS07458-MONOMER|	Q8N8Y2	['|TAX-9606|']	[]	['H<sup>+</sup>-translocating V-ATPase subunit d2', 'Vacuolar proton pump subunit d 2', 'Protein', 'a protein', 'V-ATPase subunit d 2', 'V-type proton ATPase subunit d 2']	['|HS07458|']	[]	[]	[]	['|GO:0005886|', '|GO:0012506|', '|GO:0005765|', '|GO:0005774|', '|GO:1902600|']	[]	[]	[]	[]
|AT1G64660-MONOMER|	Q9SGU9	['|ORG-5993|']	['|ENZRXN-13654|']	['Protein', 'a protein']	['|AT1G64660|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-20109|	F8S0Z5	['|TAX-8729|']	[]	['Protein', 'L-amino-acid oxidase monomer', 'a protein', 'apoxin I']	['|G-54997|']	[]	['|CPLX-9181|']	[]	[]	[]	[]	[]	[]
|TX72_RS02605-MONOMER|	Q7U8S5	['|TAX-84588|']	[]	['PsbV', 'cytochrome <i>c</i><sub>550</sub>', 'Protein', 'a protein']	['|TX72_RS02605|']	[]	['|CPLX1YI0-75|']	[]	['|GO:0055114|', '|GO:0046872|', '|GO:0042651|', '|GO:0022904|', '|GO:0020037|', '|GO:0019684|', '|GO:0018063|', '|GO:0016020|', '|GO:0015979|', '|GO:0009579|', '|GO:0009523|', '|GO:0009055|', '|GO:0005506|']	[]	[]	[]	[]
|MONOMER-265|	P54995	['|TAX-54064|']	[]	['SoxA', 'DszA', 'dibenzothiophene-5,5-dioxide monooxygenase monomer', 'Protein', 'a protein']	['|G-494|']	[]	['|CPLX-9054|']	[]	[]	[]	[]	[]	[]
|MONOMER-18122|	Q6BDY0	['|TAX-7091|']	['|ENZRXN-21948|']	['Phm', 'cytochrome P450 306a1', 'Protein', 'a protein']	['|G-17629|']	[]	[]	[]	['|GO:0005783|']	[]	[]	[]	[]
|MONOMER-16173|	Q2RI40	['|TAX-1525|']	[]	['oxalate oxidoreductase &gamma; subunit', 'Protein', 'a protein']	['|G-12475|']	[]	['|CPLX-8220|']	[]	[]	[]	[]	[]	[]
|MONOMER-13647|	P81291	['|TAX-2190|']	[]	['isopropylmalate isomerase large subunit', 'LeuC', 'Protein', 'a protein']	['|G-10403|']	[]	['|CPLX-7557|']	[]	[]	[]	[]	[]	[]
|MONOMER-12258|	Q5HG02	['|TAX-1280|']	['|ENZRXN-17536|']	['MurG', 'UDP-<i>N</i>-acetylglucosamine--<i>N</i>-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol <i>N</i>-acetylglucosamine transferase', 'Protein', 'a protein']	['|G-9478|']	[]	[]	[]	['|GO:0005886|']	[]	[]	[]	[]
|YLR284C-MONOMER|	Q05871	['|TAX-4932|']	[]	['Protein', 'a protein', '&Delta;3,&Delta;2-enoyl-CoA isomerase']	['|YLR284C|']	[]	['|CPLX-8706|']	[]	[]	[]	[]	[]	[]
|MONOMER-16647|	D7GXG0	['|TAX-63186|']	['|ENZRXN-19242|']	['Protein', '&beta;-porphyranase A', 'a protein', 'PorA']	['|G-14505|']	[]	[]	[]	[]	[]	[]	[]	[]
|GLUTDECARBOXB-MONOMER|	P69910	['|TAX-511145|']	[]	['glutamate decarboxylase B', 'GadB', 'Protein', 'a protein']	['|EG11490|']	[]	['|GLUTDECARBOXB-CPLX|']	[]	['|GO:0006538|', '|GO:0005829|', '|GO:0005623|', '|GO:0003824|', '|GO:0005515|', '|GO:0016831|', '|GO:0016829|', '|GO:0005737|', '|GO:0030170|', '|GO:0019752|', '|GO:0006536|', '|GO:0016020|', '|GO:0004351|', '|GO:0051454|']	[]	[]	[]	[]
|ENSG00000103222-MONOMER|	P33527	['|TAX-9606|']	['|ENZRXN-26346|', '|ENZRXN-26344|']	['Leukotriene C(4) transporter', 'LTC4 transporter', 'multidrug resistance-associated protein 1', 'Protein', 'a protein', 'ATP-binding cassette sub-family C member 1', 'MRP1']	['|HS02475|']	[]	[]	[]	['|GO:0099039|', '|GO:0060326|', '|GO:0046623|', '|GO:0045332|', '|GO:0140326|', '|GO:0098656|', '|GO:0070062|', '|GO:0055085|', '|GO:0042908|', '|GO:0042626|', '|GO:0042493|', '|GO:0035461|', '|GO:0034775|', '|GO:0034634|', '|GO:0016887|', '|GO:0016787|', '|GO:0016323|', '|GO:0015889|', '|GO:0015431|', '|GO:0008559|', '|GO:0006855|', '|GO:0005886|', '|GO:0016021|', '|GO:0016020|', '|GO:0006810|', '|GO:0006468|', '|GO:0005887|', '|GO:0005524|', '|GO:0005215|', '|GO:0004672|', '|GO:0004409|', '|GO:0000166|']	[]	[]	[]	[]
|MONOMER-19235|	K0E2G4	['|TAX-41736|']	['|ENZRXN-23725|']	['2-(4-hydroxybenzyl)-malate isomerase', 'Protein', 'a protein']	['|G-43947|']	[]	[]	[]	[]	[]	[]	[]	[]
|DTDPGLUCDEHYDRAT-MONOMER|	P37759	['|TAX-511145|']	[]	['dTDP-glucose 4,6-dehydratase 1', 'RmlB', 'Som', 'RfbB', 'Protein', 'a protein']	['|EG12412|']	[]	['|DTDPGLUCDEHYDRAT-CPLX|']	[]	['|GO:0042802|', '|GO:0050662|', '|GO:0009225|', '|GO:0019305|', '|GO:0005829|', '|GO:0045226|', '|GO:0016829|', '|GO:0009103|', '|GO:0008460|', '|GO:0009243|', '|GO:0009226|']	[]	[]	[]	[]
|KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER|	P0A955	['|TAX-511145|']	[]	['Kga', 'Hga', 'Eda', 'KHG/KDPG aldolase', 'Protein', 'a protein', 'KdgA']	['|EG10256|']	[]	['|KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX|']	[]	['|GO:0106009|', '|GO:0008948|', '|GO:0009255|', '|GO:0016833|', '|GO:0042802|', '|GO:0016829|', '|GO:0005737|', '|GO:0003824|', '|GO:0005829|', '|GO:0008152|', '|GO:0008675|', '|GO:0008700|']	[]	[]	[]	[]
|G185E-6363-MONOMER|	P9WJL5	['|TAX-83332|']	['|ENZRXN-17247|']	['MurD', 'Protein', 'a protein']	['|G185E-6363|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER66-43295|	Q6B0I6	['|TAX-9606|']	['|ENZRXN66-20131|']	['Jumonji domain-containing protein 2D', 'Protein', 'a protein', 'lysine-specific demethylase 4D', 'JmjC domain-containing histone demethylation protein 3D']	['|G66-46719|']	[]	[]	[]	['|GO:2001034|', '|GO:0071479|', '|GO:0055114|', '|GO:0051213|', '|GO:0046872|', '|GO:0035861|', '|GO:0035563|', '|GO:0033169|', '|GO:0032454|', '|GO:0016569|', '|GO:0016491|', '|GO:0006355|', '|GO:0006351|', '|GO:0005634|', '|GO:0001932|', '|GO:0000724|']	[]	[]	[]	[]
|AT3G53320-MONOMER|		['|ORG-5993|']	[]	['Protein', 'a protein']	['|AT3G53320|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-5044|	Q40316	['|TAX-3879|']	['|ENZRXN-5184|']	['Protein', 'a protein']	['|G-5707|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20529|	D8S724	['|TAX-88036|']	['|ENZRXN-26440|', '|ENZRXN-26439|']	['Protein', 'a protein', '(13S,11Z)-divinyl ether synthase']	['|G-58320|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-19618|	A0A059U454	['|TAX-2065|']	['|ENZRXN-24355|', '|ENZRXN-24354|']	['<i>N</i>-acetyl-demethylphophinothricin <i>P</i>-methyltransferase', 'Protein', 'PhpK', 'a protein']	['|G-44320|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14162|	Q9S738	['|TAX-4081|']	['|ENZRXN-15336|']	['Protein', 'a protein']	['|G-10821|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12801|	P0A185	['|TAX-110517|']	[]	['NdoA', 'naphthalene 1,2-dioxygenase complex ferredoxin component', 'Protein', 'a protein']	['|G-9813|']	[]	['|CPLX-7256|']	[]	[]	[]	[]	[]	[]
|MONOMER-11559|		['|TAX-303|']	['|ENZRXN-11881|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|AT5G66510-MONOMER|	Q94AU7	['|ORG-5993|']	[]	['NADH-ubiquinone oxidoreductase subunit', 'Protein', 'a protein']	['|AT5G66510|']	[]	['|CPLX-5263|']	[]	[]	[]	[]	[]	[]
|RPOC-MONOMER|	P0A8T7	['|TAX-511145|']	[]	['TabB', 'RpoC', 'Protein', 'a protein', "RNA polymerase subunit &beta;'"]	['|EG10895|']	[]	['|APORNAP-CPLX|']	[]	['|GO:0046872|', '|GO:0046677|', '|GO:0008270|', '|GO:0000287|', '|GO:0003677|', '|GO:0005829|', '|GO:0016779|', '|GO:0016740|', '|GO:0005515|', '|GO:0003899|', '|GO:0006351|']	[]	[]	[]	[]
|MONOMER-8022|	Q56839	['|TAX-78245|']	[]	['2-oxopropyl-CoM reductase subunit', 'Protein', 'XecC', 'a protein']	['|G-6041|']	[]	['|CPLX-4822|']	[]	[]	[]	[]	[]	[]
|MONOMER-17158|	Q46E80	['|TAX-269797|']	['|ENZRXN-20029|']	['Protein', 'pyrrolysine synthase', 'a protein', 'PylD']	['|G-14950|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15828|	Q9I476	['|TAX-287|']	[]	['4-hydroxyproline epimerase subunit', 'Protein', 'a protein', 'LhpA']	['|G-12155|']	[]	['|CPLX-8133|']	[]	[]	[]	[]	[]	[]
|MONOMER-14624|	O08424	['|TAX-2287|']	['|ENZRXN-16101|']	['HmgA', 'Protein', 'a protein']	['|G-11190|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-17590|	Q9HZJ3	['|TAX-208964|']	[]	['fatty acid oxidation complex &beta; subunit', 'Protein', 'a protein', 'FadA']	['|G-15309|']	[]	['|CPLX-8541|']	[]	[]	[]	[]	[]	[]
|MONOMER-18524|	Q5LH66	['|TAX-272559|']	['|ENZRXN-22595|', '|ENZRXN-22594|']	['Protein', 'a protein']	['|G-17997|']	[]	[]	[]	[]	[]	[]	[]	[]
|G6278-MONOMER|	P77161	['|TAX-511145|']	[]	['YbbQ', 'tartronate semialdehyde reductase 2', 'Protein', 'a protein', 'GlxR']	['|G6278|']	[]	['|CPLX0-7616|']	[]	['|GO:0050661|', '|GO:0051287|', '|GO:0005829|', '|GO:0046487|', '|GO:0016491|', '|GO:0046296|', '|GO:0006974|', '|GO:0055114|', '|GO:0008679|', '|GO:0009436|', '|GO:0009442|']	[]	[]	[]	[]
|MONOMER-20028|	Q8CWR6	['|TAX-1313|']	['|ENZRXN-25140|']	['Protein', '1,2-diacylglycerol 3-&alpha;-glucosyltransferase', 'a protein']	['|G-44728|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16246|	C1DMY3	['|ORG-6176|']	['|ENZRXN-18756|']	['NAD<sup>+</sup>-dependent L-lactaldehyde dehydrogenase', 'Protein', 'a protein']	['|G-12540|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12132|	Q9L9C1	['|TAX-59406|']	['|ENZRXN-12716|']	['phenylacetate-CoA ligase (aerobic)', 'PaaK', 'Protein', 'a protein']	['|G-9384|']	[]	[]	[]	[]	[]	[]	[]	[]
|GABP-MONOMER|	P25527	['|TAX-511145|']	['|TRANS-ENZRXN-57|', '|ENZRXN0-8548|']	['GABA proton symporter', '4-aminobutanoate:H<sup>+</sup> symporter', 'GABA permease', 'Protein', 'GabP permease', 'a protein', 'GabP']	['|EG11330|']	[]	[]	[]	['|GO:0055085|', '|GO:0022857|', '|GO:0006995|', '|GO:0090549|', '|GO:0015291|', '|GO:0015812|', '|GO:0015185|', '|GO:0009450|', '|GO:0006974|', '|GO:0005886|', '|GO:0016021|', '|GO:0016020|', '|GO:0006865|']	[]	[]	[]	[]
|HS03371-MONOMER|	P50579	['|TAX-9606|']	['|ENZRXN-24967|', '|ENZRXN-24966|', '|ENZRXN-24965|', '|ENZRXN-24964|', '|ENZRXN-24963|', '|ENZRXN-24962|', '|ENZRXN66-1844|']	['initiation factor 2-associated 67 kDa glycoprotein', 'p67eIF2', 'MetAP 2', 'p67', 'MAP 2', 'methionine aminopeptidase 2', 'peptidase M 2', 'Protein', 'a protein']	['|HS03371|']	[]	[]	[]	['|GO:0006464|', '|GO:0016787|', '|GO:0006508|', '|GO:0006417|']	[]	[]	[]	[]
|CYCA-MONOMER|	P0AAE0	['|TAX-511145|']	['|TRANS-ENZRXN-62A|', '|ENZRXN0-6233|', '|TRANS-ENZRXN-62B|', '|ENZRXN0-6297|', '|ENZRXN0-6296|', '|ENZRXN0-6298|']	['DagA', 'CycA APC transporter', 'Protein', 'a protein', 'CycA', 'YtfD', 'D-serine/alanine/glycine/:H<sup>+</sup>symporter']	['|EG12504|']	[]	[]	[]	['|GO:0055085|', '|GO:0022857|', '|GO:0006865|', '|GO:0042941|', '|GO:0015808|', '|GO:0001762|', '|GO:0015816|', '|GO:0042945|', '|GO:0042944|', '|GO:0015180|', '|GO:0001761|', '|GO:0015187|', '|GO:0042942|', '|GO:0005887|', '|GO:0005886|', '|GO:0016021|', '|GO:0016020|']	[]	[]	[]	[]
|MONOMER3O-23|	P38242	['|TAX-4932|']	[]	['UDP-<i>N</i>-acetylglucosamine: dolichyl diphosphate <i>N</i>-acetylglucosamine, <i>N</i>-acetylglucosamine transferase Alg14p subunit', 'Protein', 'a protein', 'UDP-N-acetylglucosamine transferase Alg14p subunit']	['|G3O-29|']	[]	['|CPLX3O-24|']	[]	[]	[]	[]	[]	[]
|EG11291-MONOMER|	P25894	['|TAX-511145|']	['|ENZRXN0-7557|']	['metalloprotease LoiP', 'YggG', 'LoiP', 'Protein', 'a protein']	['|EG11291|']	[]	[]	[]	['|GO:0071476|', '|GO:0034605|', '|GO:0034644|', '|GO:0005515|', '|GO:0016787|', '|GO:0008233|', '|GO:0004222|', '|GO:0009279|', '|GO:0046872|', '|GO:0016020|', '|GO:0008237|', '|GO:0006508|']	[]	[]	[]	[]
|MONOMER-20446|	Q9UT27	['|TAX-4896|']	['|ENZRXN-26167|']	['Protein', 'a protein', 'galactomannan pyruvoyl transferase']	['|G-58234|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-15209|		['|TAX-28893|']	['|ENZRXN-17217|']	['Protein', 'a protein', 'DesB']	['|G-11638|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-20962|	Q6D8V6	['|TAX-218491|']	['|ENZRXN-27338|']	['LerK', 'Protein', 'L-erythrulose kinase', 'a protein']	['|G-80487|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-12682|	Q7XZ07	['|TAX-3617|']	['|ENZRXN-13416|', '|ENZRXN-13415|', '|ENZRXN-13414|']	['galactinol synthase / fagopyritol synthase', 'Protein', 'a protein']	['|G-9731|']	[]	[]	[]	[]	[]	[]	[]	[]
|PTAPROP-MONOMER|		['|TAX-28446|']	['|ENZRXN-263|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18912|	M1T1K4	['|TAX-1295550|']	['|ENZRXN-23174|']	['Protein', 'ArgM', 'a protein']	['|G-34621|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-18029|	Q9I478	['|TAX-208964|']	[]	['D-hydroxyproline dehydrogenase &alpha; subunit', 'LhpE', 'Protein', 'a protein', 'LphE']	['|G-16023|']	[]	['|CPLX-8680|']	[]	[]	[]	[]	[]	[]
|MONOMER-15727|	Q8VUS7	['|TAX-266|']	[]	['Quinohemoprotein amine dehydrogenase 40 kDa subunit', 'quinohemoprotein amine dehydrogenase &beta; subunit', 'Protein', 'a protein']	['|G-12083|']	[]	['|CPLX-8087|']	[]	[]	[]	[]	[]	[]
|MONOMER-13282|	Q8RM03	['|TAX-78245|']	[]	['acetone carboxylase &alpha; subunit', 'Protein', 'AcxB', 'a protein']	['|G-10116|']	[]	['|CPLX-7447|']	[]	[]	[]	[]	[]	[]
|MONOMER-18426|		['|TAX-4577|']	['|ENZRXN-22426|']	['indole 2,3-dioxygenase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|HS02123-MONOMER|	Q13572	['|TAX-9606|']	['|ENZRXN66-3203|', '|ENZRXN66-3202|', '|ENZRXN-17065|', '|ENZRXN-17091|', '|ENZRXN-17094|']	['Protein', 'a protein', 'inositol-polyphosphate kinase/phosphatase']	['|HS02123|']	[]	[]	[]	[]	[]	[]	[]	[]
|HS08267-MONOMER|	P32754	['|TAX-9606|']	[]	['Protein', 'a protein', '4-hydroxyphenylpyruvate dioxygenase subunit']	['|G-9316|']	[]	['|CPLX-7055|']	[]	['|GO:0016491|', '|GO:0009072|', '|GO:0006559|']	[]	[]	[]	[]
|EG10942-MONOMER|	P14081	['|TAX-511145|']	['|ENZRXN0-7342|']	['SelB', 'selenocysteyl-tRNA-specific translation elongation factor', 'Protein', 'a protein', 'FdhA']	['|EG10942|']	[]	['|CPLX0-8053|']	[]	['|GO:0005829|', '|GO:0005515|', '|GO:0003723|', '|GO:0006412|', '|GO:0000166|', '|GO:0003746|', '|GO:0035368|', '|GO:0000049|', '|GO:0016259|', '|GO:0019003|', '|GO:0005525|', '|GO:0003924|', '|GO:0001514|', '|GO:0005737|']	[]	[]	[]	[]
|MONOMER-20841|	A0A0R0ADD3	['|TAX-40324|']	['|ENZRXN-27163|', '|ENZRXN-27162|']	['7&alpha;-hydroxysteroid dehydrogenase', 'Protein', 'a protein']	['|G-80404|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT1G79440-MONOMER|		['|ORG-5993|']	[]	['succinic semialdehyde dehydrogenase', 'Protein', 'a protein']	['|AT1G79440|']	[]	['|CPLX-6121|']	[]	[]	[]	[]	[]	[]
|MONOMER-18823|		['|TAX-36630|']	['|ENZRXN-23043|']	['ardeemin FQ prenyltransferase', 'Protein', 'ArdB', 'a protein']	['|G-34531|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13195|	A2QAC0	['|TAX-5061|']	['|ENZRXN-14044|']	['Protein', 'LadA', 'a protein']	['|G-10040|']	[]	[]	[]	[]	[]	[]	[]	[]
|UGPC-MONOMER|	P10907	['|TAX-511145|']	[]	['Protein', '<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit', 'a protein']	['|EG11048|']	[]	['|ABC-34-CPLX|']	[]	['|GO:0015169|', '|GO:0001406|', '|GO:0005829|', '|GO:0005886|', '|GO:0001407|', '|GO:0055052|', '|GO:0043190|', '|GO:0016887|', '|GO:0008643|', '|GO:0016020|', '|GO:0015794|', '|GO:0005524|', '|GO:0000166|', '|GO:0015430|']	[]	[]	[]	[]
|HS07217-MONOMER|	O75891	['|TAX-9606|']	[]	['10-FTHFDH', 'aldehyde dehydrogenase family 1 member L1', 'Protein', 'a protein', '10-formyltetrahydrofolate dehydrogenase 1']	['|HS07217|']	[]	['|CPLX66-445|']	[]	['|GO:0016742|', '|GO:0016155|', '|GO:0009258|', '|GO:0009058|', '|GO:0006730|']	[]	[]	[]	[]
|AT1G58440-MONOMER|	Q9SM02	['|ORG-5993|']	['|ENZRXN-18624|']	['squalene monooxygenase', 'squalene epoxidase', 'Protein', 'a protein']	['|AT1G58440|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-3125|	Q9R2F4	['|TAX-93373|']	['|ENZRXN-3288|']	['Protein', 'ChnE', 'a protein']	['|G-2225|']	[]	[]	[]	[]	[]	[]	[]	[]
|TX50_RS01585-MONOMER|	Q7V2Z2	['|TAX-59919|']	[]	['phycobiliprotein &beta; subunit cysteine-82 (3<i>Z</i>)-phycoerythrobilin lyase monomer', 'CpeS', 'Protein', 'a protein']	['|TX50_RS01585|']	[]	['|CPLX1ZNC-149|']	[]	['|GO:0017009|', '|GO:0017006|', '|GO:0016829|']	[]	[]	[]	[]
|MONOMER-2506|	Q00456	['|ORG-5936|']	[]	['toluene-4-monooxygenase complex hydroxylase complex &alpha; subunit', 'TmoA', 'Protein', 'a protein', 'T4moH']	['|G-1765|']	[]	['|CPLX-2183|']	[]	[]	[]	[]	[]	[]
|MONOMER-13742|		['|TAX-4013|']	['|ENZRXN-18140|', '|ENZRXN-18137|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-16144|	Q9X0V7	['|TAX-2336|']	['|ENZRXN-18572|']	['MggS', 'mannosylglucosylglycerate synthase', 'Protein', 'a protein']	['|G-12445|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-13632|	B3IUN8	['|TAX-33178|']	['|ENZRXN-14528|']	['<i>cis</i>-aconitate decarboxylase', 'Protein', 'a protein']	['|G-12153|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|YOL058W-MONOMER|		['|TAX-4932|']	['|ENZRXN3O-1591|']	['arginosuccinate synthetase', 'Protein', 'a protein']	['|YOL058W|']	[]	[]	[]	[]	[]	[]	[]	[]
|YLR028C-MONOMER|	P54113	['|TAX-4932|']	[]	['ADE16 monomer', 'Protein', 'a protein']	['|YLR028C|']	[]	['|CPLX-8638|']	[]	[]	[]	[]	[]	[]
|MONOMER-16624|	Q9ALP0	['|TAX-60894|']	[]	['Protein', 'SpnS', 'a protein', '<i>S</i>-adenosyl-L-methionine-dependent dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose 4-<i>N</i>-methyltransferase subunit']	['|G-14482|']	[]	['|CPLX-8299|']	[]	[]	[]	[]	[]	[]
|MONOMER-16753|	P31251	['|TAX-4565|']	['|ENZRXN-19400|']	['ubiquitin-activating enzyme E1 2', 'Protein', 'a protein']	['|G-14600|']	[]	[]	[]	[]	[]	[]	[]	[]
|ENSG00000089127-MONOMER|	P00973	['|TAX-9606|']	[]	['p46/p42 OAS', "2'-5'-oligoadenylate synthetase 1 monomer", "(2-5')oligo(A) synthetase 1", '2-5A synthetase 1', 'Protein', 'a protein', '2.7.7.-', 'E18/E16']	['|HS01635|']	[]	['|CPLX-8547|']	[]	['|GO:0005737|', '|GO:0006139|', '|GO:0016740|', '|GO:0005524|', '|GO:0003723|', '|GO:0006955|', '|GO:0016779|']	[]	[]	[]	[]
|MONOMER-19218|	Q8E369	['|TAX-211110|']	[]	['DhuI', '5-dehydro-4-deoxy-<small>D</small>-glucuronate isomerase monomer', 'Protein', 'a protein']	['|G-43933|']	[]	['|CPLX-8982|']	[]	[]	[]	[]	[]	[]
|ENSG00000135297-MONOMER|	Q8NDN7	['|TAX-9606|']	[]	['MTO1 protein', 'protein CGI-02', 'homolog of yeast Mto1', 'Protein MTO1 homolog, mitochondrial', 'Protein', 'a protein']	['|HS05977|']	[]	['|CPLX-9235|']	[]	['|GO:0003674|', '|GO:0015036|']	[]	[]	[]	[]
|IDONDEHYD-MONOMER|	P39346	['|TAX-511145|']	['|IDONDEHYD-ENZRXN|']	['YjgV', 'Protein', 'a protein', 'IdnD']	['|G7893|']	[]	[]	[]	['|GO:0005515|', '|GO:0005829|', '|GO:0016491|', '|GO:0055114|', '|GO:0046872|', '|GO:0019521|', '|GO:0050572|', '|GO:0046183|']	[]	[]	[]	[]
|G185E-5853-MONOMER|	O06585	['|TAX-83332|']	[]	['Pks17', 'Protein', 'a protein']	['|G185E-5853|']	[]	['|CPLX-9047|']	[]	[]	[]	[]	[]	[]
|MONOMER-19300|	F1CWE3	['|TAX-36650|']	['|ENZRXN-23804|']	['fumiquinazoline F monooxygenase', 'Protein', 'a protein']	['|G-44010|']	[]	[]	[]	[]	[]	[]	[]	[]
|AT3G47930-MONOMER|	Q9SU56	['|ORG-5993|']	[]	['NADH-ubiquinone oxidoreductase subunit', 'Protein', 'a protein']	['|AT3G47930|']	[]	['|CPLX-5263|']	[]	[]	[]	[]	[]	[]
|MONOMER-4922|		['|TAX-174632|']	[]	['hydrazine/hydroxylamine oxidoreductase subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-1964|']	[]	[]	[]	[]	[]	[]
|MONOMER-17227|	Q53U20	['|TAX-1906|']	['|ENZRXN-20124|', '|ENZRXN-20121|']	['L-glutamine:2-deoxy-<i>scyllo</i>-inosose aminotransferase', 'NeoB', 'NmcS', 'NeoS', 'Protein', 'a protein', 'NemB']	['|G-15014|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-19601|		['|TAX-1549217|']	['|ENZRXN-24325|', '|ENZRXN-24324|', '|ENZRXN-24323|', '|ENZRXN-24322|', '|ENZRXN-24321|']	['stellata-2,6,19-triene synthase', 'Protein', 'a protein']	['|G-44303|']	[]	[]	[]	[]	[]	[]	[]	[]
|MONOMER-14143|		['|TAX-23207|']	['|ENZRXN-15318|']	['Protein', 'a protein']	['|G-10807|']	[]	[]	[]	[]	[]	[]	[]	[]
|MANNPGUANYLTRANGDP-MONOMER|	P24174	['|TAX-511145|']	['|ENZRXN0-6538|']	['CpsB', 'RfbM', 'Mni', 'ManC', 'Protein', 'a protein']	['|EG10161|']	[]	[]	[]	['|GO:0005829|', '|GO:0016779|', '|GO:0016740|', '|GO:0009058|', '|GO:0005976|', '|GO:0000271|', '|GO:0009298|', '|GO:0005525|', '|GO:0000166|', '|GO:0004475|', '|GO:0006972|', '|GO:0009103|', '|GO:0009242|']	[]	[]	[]	[]
|MONOMER-11535|		['|ORG-5870|']	[]	['polyamine aminotransferase subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-6882|']	[]	[]	[]	[]	[]	[]
|AT5G60340-MONOMER|		['|ORG-5993|']	['|ENZRXN-21479|', '|ENZRXNT9-2221|']	['adenylate kinase', 'Protein', 'a protein']	['|AT5G60340|']	[]	[]	[]	[]	[]	[]	[]	[]
|G185E-7767-MONOMER|	P9WN11	['|TAX-83332|']	[]	['trehalose-6-phosphate synthase', 'trehalose-phosphate synthetase', 'trehalosephosphate-UDP glucosyltransferase', 'trehalose-phosphate synthase', 'trehalosephosphate-UDP glucosyl transferase', 'transglucosylase', 'UDP-glucose-glucosephosphate glucosyltransferase', 'alpha, alpha-trehalose-phosphate synthase [ADP-forming] monomer', 'OtsA', 'Protein', 'a protein', 'trehalose-6-phosphate synthetase']	['|G185E-7767|']	[]	['|CPLX185E-76|']	[]	['|GO:0070413|', '|GO:0016791|', '|GO:0016311|', '|GO:0005829|', '|GO:0047260|', '|GO:0040007|', '|GO:0030145|', '|GO:0016757|', '|GO:0016740|', '|GO:0005992|', '|GO:0005886|', '|GO:0005618|', '|GO:0003825|', '|GO:0003824|']	[]	[]	[]	[]
|MONOMER-7862|	P0A2X0	['|TAX-358|']	['|ENZRXN-8025|']	['Protein', 'a protein']	['|G-5922|']	[]	[]	[]	[]	[]	[]	[]	[]
